File,Level,Order in file,Clean Question,Tagged Elements,Full Question,Answer
"/level2/coref/rm2-24.txt.coref","2","3","When did Farmer Johnson start the ball?","['<MARKABLE><COREF ID=""177"" REF=""162"">', '</COREF></MARKABLE>', '<MARKABLE><COREF ID=""153"" REF=""134"">', '</COREF></MARKABLE>']","3.  When did <MARKABLE><COREF ID=""177"" REF=""162"">Farmer Johnson</COREF></MARKABLE> start the <MARKABLE><COREF ID=""153"" REF=""134"">ball</COREF></MARKABLE>?",""
"/level2/coref/rm2-24.txt.coref","2","4","Where can the ball be seen?","['<MARKABLE><COREF ID=""154"" REF=""134"">', '</COREF></MARKABLE>']","4.  Where can the <MARKABLE><COREF ID=""154"" REF=""134"">ball</COREF></MARKABLE> be seen?",""
"/level2/coref/rm2-24.txt.coref","2","5","Why did he move the ball outside?","['<MARKABLE><COREF ID=""178"" REF=""162"">', '</COREF></MARKABLE>', '<MARKABLE><COREF ID=""155"" REF=""134"">', '</COREF></MARKABLE>']","5.  Why did <MARKABLE><COREF ID=""178"" REF=""162"">he</COREF></MARKABLE> move the <MARKABLE><COREF ID=""155"" REF=""134"">ball</COREF></MARKABLE> outside?",""
"/level2/coref/rm2-25.txt.coref","2","1","Who bought a bridge?","['<MARKABLE><COREF ID=""106"" REF=""91"">', '</COREF></MARKABLE>']","1. Who bought a <MARKABLE><COREF ID=""106"" REF=""91"">bridge</COREF></MARKABLE>?",""
"/level2/coref/rm2-25.txt.coref","2","2","What is the name of the bridge?","['<MARKABLE>name</MARKABLE>', '<MARKABLE><COREF ID=""107"" REF=""91"">', '</COREF></MARKABLE>']","2. What is the <MARKABLE>name</MARKABLE> of the <MARKABLE><COREF ID=""107"" REF=""91"">bridge</COREF></MARKABLE>?",""
"/level2/coref/rm2-25.txt.coref","2","3","When will the job of moving it be done?","['<MARKABLE><COREF ID=""133"" REF=""122"">', '</COREF></MARKABLE>', '<MARKABLE><COREF ID=""108"" REF=""91"">', '</COREF></MARKABLE>']","3. When will the <MARKABLE><COREF ID=""133"" REF=""122"">job</COREF></MARKABLE> of moving <MARKABLE><COREF ID=""108"" REF=""91"">it</COREF></MARKABLE> be done?",""
"/level2/coref/rm2-25.txt.coref","2","4","Where will the bridge be re-built?","['<MARKABLE><COREF ID=""109"" REF=""91"">', '</COREF></MARKABLE>']","4. Where will the <MARKABLE><COREF ID=""109"" REF=""91"">bridge</COREF></MARKABLE> be re-built?",""
"/level2/coref/rm2-25.txt.coref","2","5","Why is it hard to move a bridge?","['<MARKABLE>it</MARKABLE>', '<MARKABLE>bridge</MARKABLE>']","5. Why is <MARKABLE>it</MARKABLE> hard to move a <MARKABLE>bridge</MARKABLE>?",""
"/level2/coref/rm2-26.txt.coref","2","1","Who was supposed to be buried in the tomb?","['<MARKABLE><COREF ID=""51"" REF=""43"">', '</COREF></MARKABLE>']","1. Who was supposed to be buried in the <MARKABLE><COREF ID=""51"" REF=""43"">tomb</COREF></MARKABLE>?",""
"/level2/coref/rm2-26.txt.coref","2","2","What is a mummy?","['<MARKABLE><COREF ID=""87"" REF=""86"">', '</COREF></MARKABLE>']","2. What is a <MARKABLE><COREF ID=""87"" REF=""86"">mummy</COREF></MARKABLE>?",""
"/level2/coref/rm2-26.txt.coref","2","3","When did this story happen?","['<MARKABLE>story</MARKABLE>']","3.  When did this <MARKABLE>story</MARKABLE> happen?",""
"/level2/coref/rm2-26.txt.coref","2","4","Where was the 10-foot-thick door found?","['<MARKABLE><COREF ID=""76"" REF=""74"">', '</COREF></MARKABLE>']","4.  Where was the 10-foot-thick <MARKABLE><COREF ID=""76"" REF=""74"">door</COREF></MARKABLE> found?",""
"/level2/coref/rm2-26.txt.coref","2","5","Why was the body gone?","['<MARKABLE><COREF ID=""89"" REF=""88"">', '</COREF></MARKABLE>']","5. Why was the <MARKABLE><COREF ID=""89"" REF=""88"">body</COREF></MARKABLE> gone?",""
"/level2/coref/rm2-29.txt.coref","2","1","Who was on a visit to his uncle?","['<MARKABLE>visit</MARKABLE>', '<MARKABLE><COREF ID=""21"" REF=""7"">', '</COREF></MARKABLE>', '<MARKABLE><COREF ID=""25"" REF=""24"">', '</COREF></MARKABLE>']","1. Who was on a <MARKABLE>visit</MARKABLE> to <MARKABLE><COREF ID=""21"" REF=""7"">his</COREF></MARKABLE> <MARKABLE><COREF ID=""25"" REF=""24"">uncle</COREF></MARKABLE>?",""
"/level2/coref/rm2-29.txt.coref","2","2","What did he see out the window?","['<MARKABLE><COREF ID=""22"" REF=""7"">', '</COREF></MARKABLE>', '<MARKABLE><COREF ID=""39"" REF=""38"">', '</COREF></MARKABLE>']","2. What did <MARKABLE><COREF ID=""22"" REF=""7"">he</COREF></MARKABLE> see out the <MARKABLE><COREF ID=""39"" REF=""38"">window</COREF></MARKABLE>?",""
"/level2/coref/rm2-29.txt.coref","2","3","When did this story happen?","['<MARKABLE>story</MARKABLE>']","3.  When did this <MARKABLE>story</MARKABLE> happen?",""
"/level2/coref/rm2-29.txt.coref","2","4","Where is the town now?","['<MARKABLE><COREF ID=""40"" REF=""3"">', '</COREF></MARKABLE>']","4.  Where is the <MARKABLE><COREF ID=""40"" REF=""3"">town</COREF></MARKABLE> now?",""
"/level2/coref/rm2-29.txt.coref","2","5","Why did the people die?","['<MARKABLE><COREF ID=""41"" REF=""30"">', '</COREF></MARKABLE>']","5. Why did the <MARKABLE><COREF ID=""41"" REF=""30"">people</COREF></MARKABLE> die?",""
"/level2/coref/rm2-3.txt.coref","2","1","Who wrote the ""Pledge of Allegiance""?","['<COREF ID=""107"" REF=""58""><MARKABLE>', '</MARKABLE></COREF>']","1. Who wrote the <COREF ID=""107"" REF=""58""><MARKABLE>""Pledge of Allegiance""</MARKABLE></COREF>?",""
"/level2/coref/rm2-3.txt.coref","2","2","What city was named after Christopher Columbus?","['<COREF ID=""108"" REF=""59""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""109"" REF=""61""><MARKABLE>', '</MARKABLE></COREF>']","2. What <COREF ID=""108"" REF=""59""><MARKABLE>city</MARKABLE></COREF> was named after <COREF ID=""109"" REF=""61""><MARKABLE>Christopher Columbus</MARKABLE></COREF>?",""
"/level2/coref/rm2-3.txt.coref","2","3","When did Columbus first see a new land?","['<COREF ID=""110"" REF=""61""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""111"" REF=""70""><MARKABLE>', '</MARKABLE></COREF>']","3. When did <COREF ID=""110"" REF=""61""><MARKABLE>Columbus</MARKABLE></COREF> first see a new <COREF ID=""111"" REF=""70""><MARKABLE>land</MARKABLE></COREF>?",""
"/level2/coref/rm2-3.txt.coref","2","4","Where were flags placed around the country?","['<COREF ID=""113"" REF=""65""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""112"" REF=""70""><MARKABLE>', '</MARKABLE></COREF>']","4. Where were <COREF ID=""113"" REF=""65""><MARKABLE>flags</MARKABLE></COREF> placed around the <COREF ID=""112"" REF=""70""><MARKABLE>country</MARKABLE></COREF>?",""
"/level2/coref/rm2-3.txt.coref","2","5","Why did Frances Bellamy write the pledge?","['<COREF ID=""114"" REF=""64""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""115"" REF=""58""><MARKABLE>', '</MARKABLE></COREF>']","5. Why did <COREF ID=""114"" REF=""64""><MARKABLE>Frances Bellamy</MARKABLE></COREF> write the <COREF ID=""115"" REF=""58""><MARKABLE>pledge</MARKABLE></COREF>?",""
"/level2/coref/rm2-30.txt.coref","2","1","Who were the statues carved to show?","['<COREF ID=""55"" REF=""27""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who were the <COREF ID=""55"" REF=""27""><MARKABLE>statues</MARKABLE></COREF> carved to show?",""
"/level2/coref/rm2-30.txt.coref","2","2","What was about to happen to the statues?","['<COREF ID=""56"" REF=""27""><MARKABLE>', '</MARKABLE></COREF>']","2.  What was about to happen to the <COREF ID=""56"" REF=""27""><MARKABLE>statues</MARKABLE></COREF>?",""
"/level2/coref/rm2-30.txt.coref","2","3","When did this story happen?","['<MARKABLE>story</MARKABLE>']","3.  When did this <MARKABLE>story</MARKABLE> happen?",""
"/level2/coref/rm2-30.txt.coref","2","4","Where is the Nile River?","['<COREF ID=""53"" REF=""51""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where is the <COREF ID=""53"" REF=""51""><MARKABLE>Nile River</MARKABLE></COREF>?",""
"/level2/coref/rm2-30.txt.coref","2","5","Why are the statues safe now?","['<COREF ID=""54"" REF=""27""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""22"" REF=""20""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why are the <COREF ID=""54"" REF=""27""><MARKABLE>statues</MARKABLE></COREF> safe <COREF ID=""22"" REF=""20""><MARKABLE>now</MARKABLE></COREF>?",""
"/level2/coref/rm2-4.txt.coref","2","1","Who is Erik?","['<COREF ID=""162"" REF=""126""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who is <COREF ID=""162"" REF=""126""><MARKABLE>Erik</MARKABLE></COREF>?",""
"/level2/coref/rm2-4.txt.coref","2","2","What kind of animal bones do they think Erik found?","['<COREF ID=""163"" REF=""126""><MARKABLE>', '</MARKABLE></COREF>']","2.  What kind of animal bones do they think <COREF ID=""163"" REF=""126""><MARKABLE>Erik</MARKABLE></COREF> found?",""
"/level2/coref/rm2-4.txt.coref","2","3","When did the dinosaur live?","['<COREF ID=""164"" REF=""130""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did the <COREF ID=""164"" REF=""130""><MARKABLE>dinosaur</MARKABLE></COREF> live?",""
"/level2/coref/rm2-4.txt.coref","2","4","Where will the bones and teeth be kept?","['<COREF ID=""165"" REF=""133""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where will the <COREF ID=""165"" REF=""133""><MARKABLE>bones and teeth</MARKABLE></COREF> be kept?",""
"/level2/coref/rm2-4.txt.coref","2","5","Why might Erik's last name be famous someday?","['<COREF ID=""166"" REF=""126""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why might <COREF ID=""166"" REF=""126""><MARKABLE>Erik</MARKABLE></COREF>'s last name be famous someday?",""
"/level2/coref/rm2-5.txt.coref","2","1","Who thought of a new machine for writing?","['<COREF ID=""177"" REF=""167""><MARKABLE>', '</MARKABLE></COREF>']","1. Who thought of a new <COREF ID=""177"" REF=""167""><MARKABLE>machine</MARKABLE></COREF> for writing?",""
"/level2/coref/rm2-5.txt.coref","2","2","What is the new machine called?","['<COREF ID=""178"" REF=""167""><MARKABLE>', '</MARKABLE></COREF>']","2. What is the new <COREF ID=""178"" REF=""167""><MARKABLE>machine</MARKABLE></COREF> called?",""
"/level2/coref/rm2-5.txt.coref","2","3","When did Mr. Sholes make the first one?","['<COREF ID=""179"" REF=""168""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""182"" REF=""167""><MARKABLE>', '</MARKABLE></COREF>']","3. When did <COREF ID=""179"" REF=""168""><MARKABLE>Mr. Sholes</MARKABLE></COREF> make the first <COREF ID=""182"" REF=""167""><MARKABLE>one</MARKABLE></COREF>?",""
"/level2/coref/rm2-5.txt.coref","2","4","Where did this happen?","[]","4. Where did this happen?",""
"/level2/coref/rm2-5.txt.coref","2","5","Why are the letters jumbled?","['<COREF ID=""215"" REF=""208""><MARKABLE>', '</MARKABLE></COREF>']","5. Why are the <COREF ID=""215"" REF=""208""><MARKABLE>letters</MARKABLE></COREF> jumbled?",""
"/level2/coref/rm2-6.txt.coref","2","1","Who cleaned up the creek?","['<COREF ID=""232"" REF=""216""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who cleaned up the <COREF ID=""232"" REF=""216""><MARKABLE>creek</MARKABLE></COREF>?",""
"/level2/coref/rm2-6.txt.coref","2","2","What was the name of the creek?","['<COREF ID=""233"" REF=""216""><MARKABLE>', '</MARKABLE></COREF>']","2.  What was the name of the <COREF ID=""233"" REF=""216""><MARKABLE>creek</MARKABLE></COREF>?",""
"/level2/coref/rm2-6.txt.coref","2","3","When did the work begin?","[]","3.  When did the work begin?",""
"/level2/coref/rm2-6.txt.coref","2","4","Where is the bed of a creek?","[]","4.  Where is the bed of a creek?",""
"/level2/coref/rm2-6.txt.coref","2","5","Why did the kids make booklets?","['<MARKABLE>kids</MARKABLE>', '<MARKABLE>booklets</MARKABLE>']","5.  Why did the <MARKABLE>kids</MARKABLE> make <MARKABLE>booklets</MARKABLE>?",""
"/level2/coref/rm2-7.txt.coref","2","1","Who is Alex Selkirk?","['<COREF ID=""309"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>']","1. Who is <COREF ID=""309"" REF=""254""><MARKABLE>Alex Selkirk</MARKABLE></COREF>?",""
"/level2/coref/rm2-7.txt.coref","2","2","What did Alex eat on the island?","['<COREF ID=""310"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""266"" REF=""263""><MARKABLE>', '</MARKABLE></COREF>']","2. What did <COREF ID=""310"" REF=""254""><MARKABLE>Alex</MARKABLE></COREF> eat on the <COREF ID=""266"" REF=""263""><MARKABLE>island</MARKABLE></COREF>?",""
"/level2/coref/rm2-7.txt.coref","2","3","When was he rescued?","['<COREF ID=""311"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was <COREF ID=""311"" REF=""254""><MARKABLE>he</MARKABLE></COREF> rescued?",""
"/level2/coref/rm2-7.txt.coref","2","4","Where did Alex live on the island?","['<COREF ID=""312"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""267"" REF=""263""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did <COREF ID=""312"" REF=""254""><MARKABLE>Alex</MARKABLE></COREF> live on the <COREF ID=""267"" REF=""263""><MARKABLE>island</MARKABLE></COREF>?",""
"/level2/coref/rm2-7.txt.coref","2","5","Why did Alex stay on the island?","['<COREF ID=""313"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""268"" REF=""263""><MARKABLE>', '</MARKABLE></COREF>']","5. Why did <COREF ID=""313"" REF=""254""><MARKABLE>Alex</MARKABLE></COREF> stay on the <COREF ID=""268"" REF=""263""><MARKABLE>island</MARKABLE></COREF>?",""
"/level2/coref/rm2-8.txt.coref","2","1","Who might step foot on Mars by 2010?","['<COREF ID=""324"" REF=""315""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""344"" REF=""319""><MARKABLE>', '</MARKABLE></COREF>']","1. Who might step foot on <COREF ID=""324"" REF=""315""><MARKABLE>Mars</MARKABLE></COREF> by <COREF ID=""344"" REF=""319""><MARKABLE>2010</MARKABLE></COREF>?",""
"/level2/coref/rm2-8.txt.coref","2","2","What will the spacecraft shoot at the moons?","['<COREF ID=""345"" REF=""316""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""346"" REF=""318""><MARKABLE>', '</MARKABLE></COREF>']","2. What will the <COREF ID=""345"" REF=""316""><MARKABLE>spacecraft</MARKABLE></COREF> shoot at the <COREF ID=""346"" REF=""318""><MARKABLE>moons</MARKABLE></COREF>?",""
"/level2/coref/rm2-8.txt.coref","2","3","When is this story taking place?","[]","3. When is this story taking place?",""
"/level2/coref/rm2-8.txt.coref","2","4","Where would you see blue sunsets?","['<COREF ID=""347"" REF=""317""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where would you see blue <COREF ID=""347"" REF=""317""><MARKABLE>sunsets</MARKABLE></COREF>?",""
"/level2/coref/rm2-8.txt.coref","2","5","Why might you see three moons rising in one night on Mars?","['<COREF ID=""328"" REF=""315""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why might you see three moons rising in one night on <COREF ID=""328"" REF=""315""><MARKABLE>Mars</MARKABLE></COREF>?",""
"/level2/coref/rm2-9.txt.coref","2","1","Who kills Florida panthers on purpose?","['<COREF ID=""348""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who kills <COREF ID=""348""><MARKABLE>Florida panthers</MARKABLE></COREF> on purpose?",""
"/level2/coref/rm2-9.txt.coref","2","2","What is the largest land animal?","['<COREF ID=""376"" REF=""349""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is the largest land <COREF ID=""376"" REF=""349""><MARKABLE>animal</MARKABLE></COREF>?",""
"/level2/coref/rm2-9.txt.coref","2","3","When will people have to start caring about saving animals?","['<COREF ID=""377"" REF=""353""><MARKABLE>', '</MARKABLE></COREF>']","3.  When will people have to start caring about saving <COREF ID=""377"" REF=""353""><MARKABLE>animals</MARKABLE></COREF>?",""
"/level2/coref/rm2-9.txt.coref","2","4","Where do the manatees live?","['<COREF ID=""378"" REF=""350""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where do the <COREF ID=""378"" REF=""350""><MARKABLE>manatees</MARKABLE></COREF> live?",""
"/level2/coref/rm2-9.txt.coref","2","5","Why is the bald eagle in danger?","['<COREF ID=""379"" REF=""351""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why is the bald <COREF ID=""379"" REF=""351""><MARKABLE>eagle</MARKABLE></COREF> in danger?",""
"/level2/ne/rm2-1.txt.ne","2","1","Who is Christopher Robin?","['<ENAMEX TYPE=""PERSON"">Christopher Robin</ENAMEX>']","1. Who is <ENAMEX TYPE=""PERSON"">Christopher Robin</ENAMEX>?",""
"/level2/ne/rm2-1.txt.ne","2","2","What did Mr. Robin do when Chris was three years old?","['<ENAMEX TYPE=""PERSON"">Robin</ENAMEX>', '<ENAMEX TYPE=""PERSON"">Chris</ENAMEX>']","2. What did Mr. <ENAMEX TYPE=""PERSON"">Robin</ENAMEX> do when <ENAMEX TYPE=""PERSON"">Chris</ENAMEX> was three years old?",""
"/level2/ne/rm2-1.txt.ne","2","3","When was Winnie the Pooh written?","[]","3.  When was Winnie the Pooh written?",""
"/level2/ne/rm2-1.txt.ne","2","4","Where did young Chris live?","['<ENAMEX TYPE=""PERSON"">Chris</ENAMEX>']","4.  Where did young <ENAMEX TYPE=""PERSON"">Chris</ENAMEX> live?",""
"/level2/ne/rm2-1.txt.ne","2","5","Why did Chris write two books of his own?","['<ENAMEX TYPE=""PERSON"">Chris</ENAMEX>']","5.  Why did <ENAMEX TYPE=""PERSON"">Chris</ENAMEX> write two books of his own?",""
"/level2/ne/rm2-10.txt.ne","2","1","Who fixes the merry-go-round?","[]","1. Who fixes the merry-go-round?",""
"/level2/ne/rm2-10.txt.ne","2","2","What is another name for a merry-go-round?","[]","2. What is another name for a merry-go-round?",""
"/level2/ne/rm2-10.txt.ne","2","3","When was the first one built in the United States?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>']","3.  When was the first one built in the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX>?",""
"/level2/ne/rm2-10.txt.ne","2","4","Where was the first one built in the United States?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>']","4.  Where was the first one built in the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX>?",""
"/level2/ne/rm2-10.txt.ne","2","5","Why do merry-go-rounds need to be fixed?","[]","5. Why do merry-go-rounds need to be fixed?",""
"/level2/ne/rm2-11.txt.ne","2","1","Who is the captain of the sailboat?","[]","1.  Who is the captain of the sailboat?",""
"/level2/ne/rm2-11.txt.ne","2","2","What is the name of the boat?","[]","2.  What is the name of the boat?",""
"/level2/ne/rm2-11.txt.ne","2","3","When did they reach the shore?","[]","3.  When did they reach the shore?",""
"/level2/ne/rm2-11.txt.ne","2","4","Where did the trip start?","[]","4.  Where did the trip start?",""
"/level2/ne/rm2-11.txt.ne","2","5","Why did they make the trip?","[]","5.  Why did they make the trip?",""
"/level2/ne/rm2-12.txt.ne","2","1","Who is the fastest man in the world?","[]","1.  Who is the fastest man in the world?",""
"/level2/ne/rm2-12.txt.ne","2","2","What music is played when Jesse wins a gold medal?","['<ENAMEX TYPE=""PERSON"">Jesse</ENAMEX>']","2.  What music is played when <ENAMEX TYPE=""PERSON"">Jesse</ENAMEX> wins a gold medal?",""
"/level2/ne/rm2-12.txt.ne","2","3","When did he begin to train?","[]","3.  When did he begin to train?",""
"/level2/ne/rm2-12.txt.ne","2","4","Where did he win four medals?","[]","4.  Where did he win four medals?",""
"/level2/ne/rm2-12.txt.ne","2","5","Why was Jesse's future not bright at one time?","['<ENAMEX TYPE=""PERSON"">Jesse</ENAMEX>']","5.  Why was <ENAMEX TYPE=""PERSON"">Jesse</ENAMEX>'s future not bright at one time?",""
"/level2/ne/rm2-13.txt.ne","2","1","Who swam from the United States to Russia?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>', '<ENAMEX TYPE=""LOCATION"">Russia</ENAMEX>']","1. Who swam from the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX> to <ENAMEX TYPE=""LOCATION"">Russia</ENAMEX>?",""
"/level2/ne/rm2-13.txt.ne","2","2","What did Lynne do to get ready for her swim?","['<ENAMEX TYPE=""PERSON"">Lynne</ENAMEX>']","2. What did <ENAMEX TYPE=""PERSON"">Lynne</ENAMEX> do to get ready for her swim?",""
"/level2/ne/rm2-13.txt.ne","2","3","When did Lynne make this swim?","['<ENAMEX TYPE=""PERSON"">Lynne</ENAMEX>']","3.  When did <ENAMEX TYPE=""PERSON"">Lynne</ENAMEX> make this swim?",""
"/level2/ne/rm2-13.txt.ne","2","4","Where did Lynne start her swim?","['<ENAMEX TYPE=""PERSON"">Lynne</ENAMEX>']","4.  Where did <ENAMEX TYPE=""PERSON"">Lynne</ENAMEX> start her swim?",""
"/level2/ne/rm2-13.txt.ne","2","5","Why did her coach go with her?","[]","5.  Why did her coach go with her?",""
